framenumber,Timestamp,Pose-X,Pose-Y,Headrate,VelocityYaw,Standstill,Direction,CarSpeed,FrontWheelAngle
18,2721128485,15.115999999999999659,8.48300000000000054,-0.55667817592620849609,0.17669869088043677063,0,1,0.9375,0.55589497089385986328
19,2721148464,15.140000000000000568,8.4679999999999999716,-0.55316966772079478876,0.17560980056128025484,0,1,0.9375,0.55589497089385986328
20,2721168439,15.152000000000001023,8.4600000000000008527,-0.54968971014022838251,0.17421564858905663753,0,1,0.9375,0.55589497089385986328
21,2721168439,15.152000000000001023,8.4600000000000008527,-0.54968971014022838251,0.17328776419162750244,0,1,0.890625,0.55285304784774780273
22,2721188466,15.165000000000000924,8.4529999999999994031,-0.54625916481018066406,0.17129601687959292167,0,1,0.890625,0.55285304784774780273
23,2721208450,15.176999999999999602,8.4450000000000002842,-0.54288446903228759766,0.16886988480249531808,0,1,0.890625,0.55285304784774780273
24,2721228477,15.201000000000000512,8.4299999999999997158,-0.53953492641448974609,0.16725134157876125895,0,1,0.890625,0.55285304784774780273
25,2721248689,15.201000000000000512,8.4299999999999997158,-0.53618609905242919922,0.16568510597964311581,0,1,0.890625,0.55285304784774780273
26,2721268460,15.214000000000000412,8.4230000000000000426,-0.53291100263595592157,0.16565153085192396709,0,1,0.890625,0.55285304784774780273
27,2721268460,15.214000000000000412,8.4230000000000000426,-0.53291100263595592157,0.16526122391223907471,0,1,0.875,0.54907685518264770508
28,2721288461,15.226000000000000867,8.4160000000000003695,-0.52963221073150634766,0.16393139865254052756,0,1,0.875,0.54907685518264770508
29,2721308475,15.237999999999999545,8.4090000000000006963,-0.52636116743087779657,0.16343775860041281911,0,1,0.875,0.54907685518264770508
30,2721328482,15.262999999999999901,8.3940000000000001279,-0.52304148674011230469,0.16592596045211080447,0,1,0.875,0.54907685518264770508
31,2721348459,15.262999999999999901,8.3940000000000001279,-0.51977384090423583984,0.16357039775123718983,0,1,0.875,0.54907685518264770508
32,2721368475,15.288000000000000256,8.3800000000000007816,-0.51651513576507557257,0.16280501294764970766,0,1,0.875,0.54907685518264770508
33,2721368475,15.288000000000000256,8.3800000000000007816,-0.51651513576507557257,0.16254149377346038818,0,1,0.84375,0.54425162076950073242
34,2721388469,15.288000000000000256,8.3800000000000007816,-0.51328259706497192383,0.16167543763647895805,0,1,0.84375,0.54425162076950073242
35,2721408444,15.300000000000000711,8.3729999999999993321,-0.51005768775939941406,0.16144727437158998273,0,1,0.84375,0.54425162076950073242
36,2721428495,15.325000000000001066,8.3589999999999999858,-0.50686383247375488281,0.15928658349431606966,0,1,0.84375,0.54425162076950073242
37,2721448469,15.325000000000001066,8.3589999999999999858,-0.50371456146240234375,0.15766851964316308532,0,1,0.84375,0.54425162076950073242
38,2721468460,15.351000000000000867,8.3450000000000006395,-0.50056999921798706055,0.15729889672429009373,0,1,0.84375,0.54425162076950073242
39,2721468460,15.351000000000000867,8.3450000000000006395,-0.50056999921798706055,0.15683668851852416992,0,1,0.82812494039535522461,0.53785312175750732422
40,2721488479,15.351000000000000867,8.3450000000000006395,-0.49741104245185852051,0.15779793027266797445,0,1,0.82812494039535522461,0.53785312175750732422
41,2721508464,15.362999999999999545,8.3390000000000004121,-0.49426147341728210449,0.15759664921573260377,0,1,0.82812494039535522461,0.53785312175750732422
42,2721528450,15.387999999999999901,8.3249999999999992895,-0.49121382832527155093,0.15248899689835374027,0,1,0.82812494039535522461,0.53785312175750732422
43,2721548482,15.387999999999999901,8.3249999999999992895,-0.48813644051551818848,0.1536235927392880507,0,1,0.82812494039535522461,0.53785312175750732422
44,2721568449,15.413999999999999702,8.3119999999999993889,-0.4850971698760985773,0.15221468620321310095,0,1,0.82812494039535522461,0.53785312175750732422
45,2721568449,15.413999999999999702,8.3119999999999993889,-0.4850971698760985773,0.15066751837730407715,0,1,0.8125,0.5298811793327331543
46,2721588461,15.413999999999999702,8.3119999999999993889,-0.48207801580429077148,0.1508671832804248103,0,1,0.8125,0.5298811793327331543
