framenumber,Timestamp,Pose-X,Pose-Y,Headrate,VelocityYaw,Standstill,Direction,CarSpeed,FrontWheelAngle
1901,2752508648,28.318999999999999062,24.439000000000000057,1.6211706399917602539,0.017080041436285706147,0,1,0.578125,0.027961982414126396179
1902,2752528625,28.318999999999999062,24.439000000000000057,1.6214625835418701172,0.014613983586617775717,0,1,0.578125,0.027961982414126396179
1903,2752548621,28.318000000000001393,24.454000000000000625,1.6216580867767333984,0.0097771171665973818227,0,1,0.578125,0.027961982414126396179
1904,2752568618,28.317000000000000171,24.467999999999999972,1.6218273639678955078,0.0084651293275045946807,0,1,0.578125,0.027961982414126396179
1905,2752568618,28.317000000000000171,24.467999999999999972,1.6218273639678955078,0.0062561882659792900085,0,1,0.53125,0.027647299692034721375
1906,2752588633,28.317000000000000171,24.467999999999999972,1.6218914985656738281,0.0032043266439330661197,0,1,0.53125,0.027647299692034721375
1907,2752608606,28.315999999999998948,24.481999999999999318,1.6219415664672849342,0.0025067792325303224661,0,1,0.53125,0.027647299692034721375
1908,2752628642,28.315999999999998948,24.496000000000002217,1.6219042539596557617,-0.0018622732895485394518,0,1,0.53125,0.027647299692034721375
1909,2752648621,28.315999999999998948,24.496000000000002217,1.6218709945678713158,-0.0016647175426531843432,0,1,0.53125,0.027647299692034721375
1910,2752668605,28.315000000000001279,24.510999999999999233,1.6218322515487670898,-0.0019387019167335824144,0,1,0.53125,0.027647299692034721375
1911,2752668605,28.315000000000001279,24.510999999999999233,1.6218322515487670898,-0.0026971565093845129013,0,1,0.5,0.027542404830455780029
1912,2752688630,28.314000000000000057,24.525000000000002132,1.6217337846755979225,-0.0049171971619947725182,0,1,0.5,0.027542404830455780029
1913,2752708628,28.314000000000000057,24.525000000000002132,1.6216466426849363014,-0.0043575352866097160492,0,1,0.5,0.027542404830455780029
1914,2752728601,28.314000000000000057,24.525000000000002132,1.6215450763702390358,-0.0050851807288472255369,0,1,0.5,0.027542404830455780029
1915,2752748653,28.312999999999998835,24.539000000000001478,1.6214944124221801758,-0.0025266281697128483222,0,1,0.5,0.027542404830455780029
1916,2752768614,28.312999999999998835,24.554000000000002046,1.6214200258255002662,-0.0037265966975445871841,0,1,0.5,0.027542404830455780029
1917,2752768614,28.312999999999998835,24.554000000000002046,1.6214200258255002662,-0.003890353720635175705,0,1,0.453125,0.027542404830455780029
1918,2752788799,28.312999999999998835,24.554000000000002046,1.6214344501495363549,0.00071460609539977868864,0,1,0.453125,0.027542404830455780029
1919,2752808638,28.312000000000001165,24.568000000000001393,1.6215165853500366211,0.0041400877312610662173,0,1,0.453125,0.027542404830455780029
1920,2752828614,28.310999999999999943,24.582000000000000739,1.6216402053833005592,0.0061884277765398556723,0,1,0.453125,0.027542404830455780029
1921,2752848598,28.310999999999999943,24.582000000000000739,1.6218003034591674805,0.0080113128436098499791,0,1,0.453125,0.027542404830455780029
1922,2752868611,28.310999999999999943,24.582000000000000739,1.6219706535339355469,0.0085119709572810883791,0,1,0.453125,0.027542404830455780029
1923,2752868611,28.310999999999999943,24.582000000000000739,1.6219706535339355469,0.0085779139772057533264,0,1,0.421875,0.027542404830455780029
1924,2752888609,28.310999999999999943,24.596000000000000085,1.6221833229064941406,0.010634532081137801698,0,1,0.421875,0.027542404830455780029
1925,2752908611,28.310000000000002274,24.611000000000000654,1.622351527214050293,0.0084093744403635813794,0,1,0.421875,0.027542404830455780029
1926,2752928625,28.310000000000002274,24.611000000000000654,1.622498631477355957,0.0073500681176008825571,0,1,0.421875,0.027542404830455780029
1927,2752948627,28.309000000000001052,24.625,1.622616887092590332,0.0059121895427644739762,0,1,0.421875,0.027542404830455780029
1928,2752968593,28.307999999999999829,24.638999999999999346,1.6227185726165771484,0.0050929341874595022641,0,1,0.421875,0.027542404830455780029
1929,2752968593,28.307999999999999829,24.638999999999999346,1.6227185726165771484,0.0052611632272601127625,0,1,0.421875,0.027542404830455780029
1930,2752988625,28.307999999999999829,24.638999999999999346,1.6227657794952392578,0.0023565734156404441989,0,1,0.421875,0.027542404830455780029
1931,2753008603,28.307999999999999829,24.638999999999999346,1.6227742433547973633,0.00042365900280836265007,0,1,0.421875,0.027542404830455780029
1932,2753028593,28.307999999999999829,24.653000000000002245,1.6227952241897583008,0.0010495665313125311213,0,1,0.421875,0.027542404830455780029
1933,2753048628,28.30700000000000216,24.667999999999999261,1.622786402702331543,-0.00044030383961855812641,0,1,0.421875,0.027542404830455780029
1934,2753068595,28.30700000000000216,24.667999999999999261,1.6228125095367433861,0.0013074990940862970742,0,1,0.421875,0.027542404830455780029
1935,2753068595,28.30700000000000216,24.667999999999999261,1.6228125095367433861,0.00075038161594420671463,0,1,0.4375,0.027542404830455780029
1936,2753088592,28.304999999999999716,24.696000000000001506,1.6227810382843017578,-0.0015737986918740937744,0,1,0.4375,0.027542404830455780029
1937,2753108625,28.304999999999999716,24.696000000000001506,1.6228088140487670898,0.0013865004974458160214,0,1,0.4375,0.027542404830455780029
1938,2753128608,28.304999999999999716,24.711000000000002075,1.6228284835815429688,0.00098431330510328303093,0,1,0.4375,0.027542404830455780029
1939,2753148601,28.304000000000002046,24.725000000000001421,1.6228892803192138672,0.0030409011989645596055,0,1,0.4375,0.027542404830455780029
1940,2753168616,28.304000000000002046,24.725000000000001421,1.6229525804519655541,0.0031626346615770597331,0,1,0.4375,0.027542404830455780029
1941,2753168616,28.304000000000002046,24.725000000000001421,1.6229525804519655541,0.0023424220271408557892,0,1,0.5,0.027542404830455780029
1942,2753188623,28.303000000000000824,24.739000000000000767,1.6230461597442626953,0.0046773275502255849331,0,1,0.5,0.027542404830455780029
1943,2753208609,28.301999999999999602,24.753000000000000114,1.6231698989868161842,0.0061912960349099835367,0,1,0.5,0.027542404830455780029
1944,2753228637,28.301999999999999602,24.768000000000000682,1.6232464313507080078,0.0038212684187937666531,0,1,0.5,0.027542404830455780029
1945,2753248637,28.301000000000001933,24.782000000000000028,1.623270869255065918,0.0012218952178955078125,0,1,0.5,0.027542404830455780029
1946,2753268595,28.300000000000000711,24.795999999999999375,1.6233686208724973365,0.0048978663910031377052,0,1,0.5,0.027542404830455780029
1947,2753268595,28.300000000000000711,24.795999999999999375,1.6233686208724973365,0.0050621577538549900055,0,1,0.546875,0.026808144524693489075
1948,2753288626,28.298999999999999488,24.810999999999999943,1.6234240531921384498,0.0027673266257856963396,0,1,0.546875,0.026808144524693489075
1949,2753308620,28.298999999999999488,24.810999999999999943,1.6234822273254396752,0.0029095795389007328771,0,1,0.546875,0.026808144524693489075
1950,2753328592,28.298000000000001819,24.839000000000002188,1.6235901117324829102,0.0054017828481602763249,0,1,0.546875,0.026808144524693489075
1951,2753348632,28.298000000000001819,24.839000000000002188,1.623818516731262207,0.011397455028907030328,0,1,0.546875,0.026808144524693489075
1952,2753368603,28.295999999999999375,24.868000000000002103,1.6241085529327392578,0.01452286823279008536,0,1,0.546875,0.026808144524693489075
1953,2753368603,28.295999999999999375,24.868000000000002103,1.6241085529327392578,0.015145081095397472382,0,1,0.578125,0.023871103301644325256
1954,2753388603,28.295999999999999375,24.868000000000002103,1.6244155168533325195,0.015348196029663085938,0,1,0.578125,0.023871103301644325256
1955,2753408646,28.295999999999999375,24.88200000000000145,1.624777674674987793,0.0180690426410853415,0,1,0.578125,0.023871103301644325256
1956,2753428612,28.295000000000001705,24.896000000000000796,1.6251746416091918945,0.019882146359015407527,0,1,0.578125,0.023871103301644325256
1957,2753448608,28.294000000000000483,24.910000000000000142,1.6254847049713134766,0.015506269359951091111,0,1,0.578125,0.023871103301644325256
1958,2753468637,28.292999999999999261,24.925000000000000711,1.6256968975067140892,0.010594265085645346997,0,1,0.578125,0.023871103301644325256
1959,2753468637,28.292999999999999261,24.925000000000000711,1.6256968975067140892,0.010037283413112163544,0,1,0.625,0.023346632719039916992
1960,2753488616,28.292999999999999261,24.925000000000000711,1.6259140968322753906,0.010871381228365955759,0,1,0.625,0.023346632719039916992
1961,2753508611,28.292000000000001592,24.952999999999999403,1.6261101961135862037,0.0098074159195316416848,0,1,0.625,0.023346632719039916992
1962,2753528624,28.292000000000001592,24.952999999999999403,1.6262278556823730469,0.0058791569872893171059,0,1,0.625,0.023346632719039916992
1963,2753548620,28.289999999999999147,24.981999999999999318,1.6262573003768918678,0.0014725292317985081043,0,1,0.625,0.023346632719039916992
1964,2753568586,28.289999999999999147,24.981999999999999318,1.6262974739074709252,0.0020120970939904482544,0,1,0.625,0.023346632719039916992
1965,2753568586,28.289999999999999147,24.981999999999999318,1.6262974739074709252,0.0022760871797800064087,0,1,0.625,0.023346632719039916992
1966,2753588631,28.288000000000000256,25.010000000000001563,1.626260519027710183,-0.0018435958972682557448,0,1,0.625,0.023346632719039916992
1967,2753608625,28.288000000000000256,25.010000000000001563,1.6262120008468625709,-0.0024266370334684391093,0,1,0.625,0.023346632719039916992
1968,2753628611,28.286999999999999034,25.039000000000001478,1.6261600255966186523,-0.0026005829202512069885,0,1,0.625,0.023346632719039916992
1969,2753648632,28.286999999999999034,25.039000000000001478,1.6261411905288696289,-0.00094076558358840403802,0,1,0.625,0.023346632719039916992
1970,2753668608,28.285000000000000142,25.068000000000001393,1.6261217594146728516,-0.00097272297741176131074,0,1,0.625,0.023346632719039916992
1971,2753668608,28.285000000000000142,25.068000000000001393,1.6261217594146728516,-0.00057591660879552364349,0,1,0.625,0.023241737857460975647
1972,2753688599,28.285000000000000142,25.068000000000001393,1.626124262809753418,0.00012522610577591947352,0,1,0.625,0.023241737857460975647
1973,2753708641,28.285000000000000142,25.082000000000000739,1.6261744499206545189,0.0025040969414668648972,0,1,0.625,0.023241737857460975647
1974,2753728608,28.28399999999999892,25.096000000000000085,1.6262830495834350586,0.0054389574187790716564,0,1,0.625,0.023241737857460975647
1975,2753748635,28.28399999999999892,25.096000000000000085,1.6264302730560302734,0.0073512494430126749598,0,1,0.625,0.023241737857460975647
1976,2753768619,28.282000000000000028,25.125,1.6266111135482788086,0.0090492640236456752673,0,1,0.625,0.023241737857460975647
1977,2753768619,28.282000000000000028,25.125,1.6266111135482788086,0.0097056087106466293335,0,1,0.625,0.023241737857460975647
1978,2753788633,28.282000000000000028,25.125,1.6268293857574462891,0.010905976274981535323,0,1,0.625,0.023241737857460975647
1979,2753808602,28.281000000000002359,25.153000000000002245,1.6270502805709838867,0.011061886601111604878,0,1,0.625,0.023241737857460975647
1980,2753828632,28.281000000000002359,25.153000000000002245,1.6272838115692138672,0.011659061319519744074,0,1,0.625,0.023241737857460975647
1981,2753848614,28.278999999999999915,25.18200000000000216,1.6274671554565429688,0.0091754522735012292167,0,1,0.625,0.023241737857460975647
1982,2753868600,28.278999999999999915,25.18200000000000216,1.6276509761810304955,0.0091974744564847742134,0,1,0.625,0.023241737857460975647
1983,2753868600,28.278999999999999915,25.18200000000000216,1.6276509761810304955,0.0079145636409521102905,0,1,0.625,0.023136842995882034302
1984,2753888641,28.277000000000001023,25.210000000000000853,1.6277483701705932617,0.0048597370172640229347,0,1,0.625,0.023136842995882034302
1985,2753908627,28.277000000000001023,25.210000000000000853,1.6278429031372070312,0.004729959302200016473,0,1,0.625,0.023136842995882034302
1986,2753928604,28.277000000000001023,25.210000000000000853,1.6278883218765258789,0.0022735515502251418818,0,1,0.625,0.023136842995882034302
1987,2753948637,28.275999999999999801,25.239000000000000767,1.6279020309448242188,0.0006843242798552310463,0,1,0.625,0.023136842995882034302
1988,2753968596,28.275999999999999801,25.239000000000000767,1.6279170513153076172,0.00075256127478322753718,0,1,0.625,0.023136842995882034302
1989,2753968596,28.275999999999999801,25.239000000000000767,1.6279170513153076172,0.00088305165991187095642,0,1,0.625,0.023031948134303092957
1990,2753988604,28.274000000000000909,25.26699999999999946,1.6279288530349731445,0.00058985004325906359359,0,1,0.625,0.023031948134303092957
1991,2754008634,28.274000000000000909,25.26699999999999946,1.6279113292694089576,-0.00087487596425186444585,0,1,0.625,0.023031948134303092957
1992,2754028617,28.272000000000002018,25.295999999999999375,1.62794768810272239,0.001819488230645462546,0,1,0.625,0.023031948134303092957
1993,2754048602,28.272000000000002018,25.295999999999999375,1.6279759407043457031,0.0014136903489384616741,0,1,0.625,0.023031948134303092957
1994,2754068628,28.271000000000000796,25.32400000000000162,1.6280599832534787819,0.0041966717833466886389,0,1,0.625,0.023031948134303092957
1995,2754068628,28.271000000000000796,25.32400000000000162,1.6280599832534787819,0.0040671327151358127594,0,1,0.625,0.023031948134303092957
1996,2754088620,28.271000000000000796,25.32400000000000162,1.6281161308288576439,0.0028085021697888141318,0,1,0.625,0.023031948134303092957
1997,2754108617,28.269999999999999574,25.339000000000002188,1.628247380256652832,0.0065634559081567322644,0,1,0.625,0.023031948134303092957
1998,2754128626,28.269000000000001904,25.353000000000001535,1.6283866167068481445,0.0069586910987711782239,0,1,0.625,0.023031948134303092957
1999,2754148623,28.269000000000001904,25.353000000000001535,1.6285647153854372338,0.0089062698699238496136,0,1,0.625,0.023031948134303092957
2000,2754168598,28.26699999999999946,25.38200000000000145,1.6287274360656740502,0.0081462167828193453312,0,1,0.625,0.023031948134303092957
2001,2754168598,28.26699999999999946,25.38200000000000145,1.6287274360656740502,0.0077818939462304115295,0,1,0.625,0.023031948134303092957
2002,2754188641,28.26699999999999946,25.38200000000000145,1.628912806510925293,0.0092486376915364397477,0,1,0.625,0.023031948134303092957
2003,2754208634,28.266000000000001791,25.410000000000000142,1.6290761232376096412,0.0081686953776106789593,0,1,0.625,0.023031948134303092957
2004,2754228608,28.266000000000001791,25.410000000000000142,1.6292514801025390625,0.0087792562796234728528,0,1,0.625,0.023031948134303092957
2005,2754248659,28.263999999999999346,25.439000000000000057,1.6293760538101196289,0.0062128426303210016607,0,1,0.625,0.023031948134303092957
2006,2754268613,28.263999999999999346,25.439000000000000057,1.6294696331024167701,0.0046897510422653741757,0,1,0.625,0.023031948134303092957
2007,2754268613,28.263999999999999346,25.439000000000000057,1.6294696331024167701,0.0041334675624966621399,0,1,0.640625,0.023031948134303092957
2008,2754288602,28.262000000000000455,25.467000000000002302,1.6295276880264284447,0.0029043435895357680616,0,1,0.640625,0.023031948134303092957
2009,2754308642,28.262000000000000455,25.467000000000002302,1.6295912265777587891,0.0031705863937408389555,0,1,0.640625,0.023031948134303092957
2010,2754328612,28.260999999999999233,25.496000000000002217,1.6296325922012329102,0.0020713882560901902483,0,1,0.640625,0.023031948134303092957
2011,2754348627,28.260999999999999233,25.496000000000002217,1.6296622753143310547,0.0014830433723779432292,0,1,0.640625,0.023031948134303092957
2012,2754368618,28.259000000000000341,25.524000000000000909,1.629681229591369851,0.00094814051516053324958,0,1,0.640625,0.023031948134303092957
2013,2754368618,28.259000000000000341,25.524000000000000909,1.629681229591369851,0.0010820569004863500595,0,1,0.67187505960464477539,0.023031948134303092957
2014,2754388619,28.259000000000000341,25.524000000000000909,1.6296968460083010033,0.00078078180746724392455,0,1,0.67187505960464477539,0.023031948134303092957
2015,2754408605,28.25700000000000145,25.553000000000000824,1.6297324895858764648,0.001783427277878694853,0,1,0.67187505960464477539,0.023031948134303092957
2016,2754428634,28.25700000000000145,25.553000000000000824,1.6297913789749145508,0.002940206152982472506,0,1,0.67187505960464477539,0.023031948134303092957
2017,2754448636,28.256000000000000227,25.580999999999999517,1.6298961639404296875,0.005238724403316504484,0,1,0.67187505960464477539,0.023031948134303092957
2018,2754468597,28.256000000000000227,25.580999999999999517,1.6300309896469116211,0.0067544565142995637019,0,1,0.67187505960464477539,0.023031948134303092957
2019,2754468597,28.256000000000000227,25.580999999999999517,1.6300309896469116211,0.0067205331288278102875,0,1,0.703125,0.022927056998014450073
2020,2754488642,28.254000000000001336,25.609999999999999432,1.6301802396774289772,0.0074457485915479229219,0,1,0.703125,0.022927056998014450073
2021,2754508625,28.254000000000001336,25.609999999999999432,1.6303484439849853516,0.0084173701424286821032,0,1,0.703125,0.022927056998014450073
2022,2754528591,28.251999999999998892,25.638999999999999346,1.6305249929428102806,0.0088424801074179631977,0,1,0.703125,0.022927056998014450073
2023,2754548649,28.251000000000001222,25.653000000000002245,1.6306957006454469994,0.0085107040899750109608,0,1,0.703125,0.022927056998014450073
2024,2754568612,28.251000000000001222,25.667000000000001592,1.6308722496032714844,0.0088438089377702276683,0,1,0.703125,0.022927056998014450073
2025,2754568612,28.251000000000001222,25.667000000000001592,1.6308722496032714844,0.0089759239926934242249,0,1,0.734375,0.022717267274856567383
2026,2754588627,28.249000000000002331,25.696000000000001506,1.6310433149337768555,0.0085468563829813187782,0,1,0.734375,0.022717267274856567383
2027,2754608636,28.249000000000002331,25.696000000000001506,1.6311843395233154297,0.0070480578508958077397,0,1,0.734375,0.022717267274856567383
2028,2754628620,28.246999999999999886,25.724000000000000199,1.6313279867172241211,0.0071881101835814358025,0,1,0.734375,0.022717267274856567383
2029,2754648608,28.246999999999999886,25.724000000000000199,1.631436467170715332,0.0054272790419857388014,0,1,0.734375,0.022717267274856567383
2030,2754668632,28.245000000000000995,25.753000000000000114,1.6315557956695558861,0.0059592738134404731401,0,1,0.734375,0.022717267274856567383
2031,2754668632,28.245000000000000995,25.753000000000000114,1.6315557956695558861,0.0062561882659792900085,0,1,0.765625,0.021143851801753044128
2032,2754688621,28.245000000000000995,25.76699999999999946,1.6316450834274291992,0.0044668446582387891924,0,1,0.765625,0.021143851801753044128
2033,2754708612,28.243999999999999773,25.780999999999998806,1.631726384162902832,0.0040668668637703379518,0,1,0.765625,0.021143851801753044128
2034,2754728630,28.242000000000000881,25.810000000000002274,1.6318163871765136719,0.0044961041867738965952,0,1,0.765625,0.021143851801753044128
2035,2754748655,28.242000000000000881,25.810000000000002274,1.6318945884704592064,0.0039051832182428218229,0,1,0.765625,0.021143851801753044128
2036,2754768595,28.24000000000000199,25.838000000000000966,1.6319631338119509056,0.0034375798140270420224,0,1,0.765625,0.021143851801753044128
2037,2754768595,28.24000000000000199,25.838000000000000966,1.6319631338119509056,0.0036691224668174982071,0,1,0.8125,0.014011041261255741119
2038,2754788634,28.239000000000000767,25.853000000000001535,1.6320725679397580787,0.0054610573285901091792,0,1,0.8125,0.014011041261255741119
2039,2754808619,28.237999999999999545,25.867000000000000881,1.6322054862976074219,0.0066509060720100626751,0,1,0.8125,0.014011041261255741119
2040,2754828603,28.237000000000001876,25.894999999999999574,1.6323304176330566406,0.0062515680268824440693,0,1,0.8125,0.014011041261255741119
2041,2754848628,28.237000000000001876,25.894999999999999574,1.632501363754272683,0.0085366352667076324245,0,1,0.8125,0.014011041261255741119
2042,2754868615,28.234999999999999432,25.923999999999999488,1.6326682567596437767,0.008350077819137127072,0,1,0.8125,0.014011041261255741119
2043,2754868615,28.234999999999999432,25.923999999999999488,1.6326682567596437767,0.0077818934805691242218,0,1,0.84375,-0.0023524686694145202637
2044,2754888602,28.234000000000001762,25.937999999999998835,1.6328284740448000267,0.0080160747063716432381,0,1,0.84375,-0.0023524686694145202637
2045,2754908644,28.23300000000000054,25.952000000000001734,1.6330044269561767578,0.0087792092294657776003,0,1,0.84375,-0.0023524686694145202637
2046,2754928614,28.231000000000001648,25.981000000000001648,1.6331423521041872338,0.0069066173265024495206,0,1,0.84375,-0.0023524686694145202637
2047,2754948618,28.230000000000000426,25.995000000000000995,1.6332582235336305931,0.005792412989570055494,0,1,0.84375,-0.0023524686694145202637
2048,2754968618,28.230000000000000426,26.010000000000001563,1.6333392858505249023,0.0040531158447265625,0,1,0.84375,-0.0023524686694145202637
2049,2754968618,28.230000000000000426,26.010000000000001563,1.6333392858505249023,0.0024087568745017051697,0,1,0.890625,-0.029100513085722923279
2050,2754988623,28.228000000000001535,26.038000000000000256,1.63336181640625,0.0011262462246987082256,0,1,0.890625,-0.029100513085722923279
2051,2755008620,28.227000000000000313,26.051999999999999602,1.6333668231964109108,0.00025037706461633309554,0,1,0.890625,-0.029100513085722923279
2052,2755028632,28.225999999999999091,26.067000000000000171,1.6333141326904296875,-0.0026329455317532137609,0,1,0.890625,-0.029100513085722923279
2053,2755048640,28.224000000000000199,26.094999999999998863,1.6332322359085085228,-0.0040932018153431986435,0,1,0.890625,-0.029100513085722923279
2054,2755068608,28.222999999999998977,26.109000000000001762,1.6330677270889280006,-0.0082386227754446175048,0,1,0.890625,-0.029100513085722923279
2055,2755068608,28.222999999999998977,26.109000000000001762,1.6330677270889280006,-0.0093923192471265792847,0,1,0.921875,-0.064554780721664428711
2056,2755088649,28.222000000000001307,26.123999999999998778,1.632864236831664817,-0.010153697782704635202,0,1,0.921875,-0.064554780721664428711
2057,2755108626,28.221000000000000085,26.152000000000001023,1.6325464248657224342,-0.015908893524672514108,0,1,0.921875,-0.064554780721664428711
2058,2755128607,28.219999999999998863,26.167000000000001592,1.6321641206741333008,-0.019133386296449401975,0,1,0.921875,-0.064554780721664428711
2059,2755148651,28.219000000000001194,26.181000000000000938,1.6317299604415893555,-0.021660358837754207367,0,1,0.921875,-0.064554780721664428711
2060,2755168623,28.217000000000002302,26.208999999999999631,1.6311993598937990502,-0.026567221499625842673,0,1,0.921875,-0.064554780721664428711
2061,2755168623,28.217000000000002302,26.208999999999999631,1.6311993598937990502,-0.027223989367485046387,0,1,0.953125,-0.1044146120548248291
2062,2755188634,28.214999999999999858,26.237999999999999545,1.6306492090225217506,-0.02749242273134053921,0,1,0.953125,-0.1044146120548248291
2063,2755208653,28.214999999999999858,26.251999999999998892,1.6300004720687866211,-0.032406061927936040401,0,1,0.953125,-0.1044146120548248291
2064,2755228635,28.214000000000002188,26.266000000000001791,1.6293325424194335938,-0.033426566377391019047,0,1,0.953125,-0.1044146120548248291
2065,2755248646,28.211999999999999744,26.295000000000001705,1.628573298454284668,-0.037941330525657179784,0,1,0.953125,-0.1044146120548248291
2066,2755268652,28.210000000000000853,26.32400000000000162,1.6277559995651245117,-0.040852688651412387422,0,1,0.953125,-0.1044146120548248291
2067,2755268652,28.210000000000000853,26.32400000000000162,1.6277559995651245117,-0.041078336536884307861,0,1,0.984375,-0.14647722244262695312
2068,2755288638,28.210000000000000853,26.32400000000000162,1.626899719238281028,-0.042844007147166102145,0,1,0.984375,-0.14647722244262695312
2069,2755308639,28.208999999999999631,26.352000000000000313,1.625940084457397683,-0.047979340077185600455,0,1,0.984375,-0.14647722244262695312
2070,2755328648,28.207000000000000739,26.381000000000000227,1.6249341964721679688,-0.050271776961841783959,0,1,0.984375,-0.14647722244262695312
2071,2755348640,28.205999999999999517,26.40899999999999892,1.623847961425781472,-0.054333485713621385016,0,1,0.984375,-0.14647722244262695312
2072,2755368600,28.205999999999999517,26.40899999999999892,1.6227222681045530006,-0.056397460983368105647,0,1,0.984375,-0.14647722244262695312
2073,2755368600,28.205999999999999517,26.40899999999999892,1.6227222681045530006,-0.05738536641001701355,0,1,1.03125,-0.1817217022180557251
2074,2755388657,28.204000000000000625,26.437999999999998835,1.6215213537216186523,-0.059875075182458513401,0,1,1.03125,-0.1817217022180557251
2075,2755408634,28.202999999999999403,26.46600000000000108,1.6202503442764284447,-0.063623639444883112182,0,1,1.03125,-0.1817217022180557251
2076,2755428632,28.202000000000001734,26.481000000000001648,1.6189110279083251953,-0.066972515656717038213,0,1,1.03125,-0.1817217022180557251
2077,2755448653,28.201000000000000512,26.509000000000000341,1.6174972057342529297,-0.070616960894673869165,0,1,1.03125,-0.1817217022180557251
2078,2755468639,28.199999999999999289,26.522999999999999687,1.6160495281219482422,-0.072434584824611597531,0,1,1.03125,-0.1817217022180557251
2079,2755468639,28.199999999999999289,26.522999999999999687,1.6160495281219482422,-0.072631768882274627686,0,1,1.0625,-0.21770045161247253418
2080,2755488632,28.19900000000000162,26.551999999999999602,1.6145322322845461205,-0.07589135384396257511,0,1,1.0625,-0.21770045161247253418
2081,2755508663,28.198000000000000398,26.565999999999998948,1.612959742546081543,-0.078502807571481980631,0,1,1.0625,-0.21770045161247253418
2082,2755528628,28.196999999999999176,26.594999999999998863,1.6113342046737668678,-0.081419377526393846289,0,1,1.0625,-0.21770045161247253418
2083,2755548630,28.196000000000001506,26.623000000000001108,1.6096500158309936523,-0.08420102203646823158,0,1,1.0625,-0.21770045161247253418
2084,2755568642,28.195000000000000284,26.638000000000001677,1.607921600341796875,-0.086368953087986075068,0,1,1.0625,-0.21770045161247253418
2085,2755568642,28.195000000000000284,26.638000000000001677,1.607921600341796875,-0.088143341243267059326,0,1,1.078125,-0.252735137939453125
2086,2755588643,28.195000000000000284,26.652000000000001023,1.6061228513717651367,-0.089932951853994219649,0,1,1.078125,-0.252735137939453125
2087,2755608622,28.193999999999999062,26.681000000000000938,1.6042417287826540306,-0.094154992197373651996,0,1,1.078125,-0.252735137939453125
2088,2755628640,28.193000000000001393,26.708999999999999631,1.6022847890853881836,-0.097759001761695732413,0,1,1.078125,-0.252735137939453125
2089,2755648629,28.193000000000001393,26.722999999999998977,1.6002842187881467506,-0.10008356082051182712,0,1,1.078125,-0.252735137939453125
2090,2755668604,28.192000000000000171,26.751999999999998892,1.5981885194778444603,-0.10491611065345353426,0,1,1.078125,-0.252735137939453125
2091,2755668604,28.192000000000000171,26.751999999999998892,1.5981885194778444603,-0.10517954081296920776,0,1,1.09375,-0.28200063109397888184
2092,2755688633,28.190999999999998948,26.780999999999998806,1.5960772037506103516,-0.10541293760217120001,0,1,1.09375,-0.28200063109397888184
2093,2755708640,28.190999999999998948,26.795000000000001705,1.5939065217971801758,-0.10849612402809895306,0,1,1.09375,-0.28200063109397888184
2094,2755728610,28.190000000000001279,26.809000000000001052,1.5917193889617919922,-0.10952092315414040102,0,1,1.09375,-0.28200063109397888184
2095,2755748677,28.190000000000001279,26.838000000000000966,1.5894795656204223633,-0.11161724928338212504,0,1,1.09375,-0.28200063109397888184
2096,2755768613,28.189000000000000057,26.865999999999999659,1.5872182846069333717,-0.11342701712925208624,0,1,1.09375,-0.28200063109397888184
2097,2755768613,28.189000000000000057,26.865999999999999659,1.5872182846069333717,-0.11260387301445007324,0,1,1.109375,-0.3130493462085723877
2098,2755788640,28.189000000000000057,26.881000000000000227,1.5849299430847167969,-0.11426282130208204046,0,1,1.109375,-0.3130493462085723877
2099,2755808684,28.189000000000000057,26.90899999999999892,1.5825945138931274414,-0.1165151263016042521,0,1,1.109375,-0.3130493462085723877
2100,2755828703,28.189000000000000057,26.923999999999999488,1.580255270004272683,-0.11685118581622361278,0,1,1.109375,-0.3130493462085723877
2101,2755848744,28.187999999999998835,26.952000000000001734,1.5778737068176267311,-0.11883454850783432832,0,1,1.109375,-0.3130493462085723877
2102,2755868782,28.187999999999998835,26.96600000000000108,1.57549560070037864,-0.11867981421541745624,0,1,1.109375,-0.3130493462085723877
2103,2755868782,28.187999999999998835,26.96600000000000108,1.57549560070037864,-0.11737666279077529907,0,1,1.109375,-0.34860849380493164062
2104,2755888824,28.187999999999998835,26.995000000000000995,1.5731394290924070045,-0.11756170082682323996,0,1,1.109375,-0.34860849380493164062
2105,2755908869,28.187999999999998835,27.024000000000000909,1.5707581043243408203,-0.11879894078655056644,0,1,1.109375,-0.34860849380493164062
2106,2755928626,28.187999999999998835,27.024000000000000909,1.5683954954147338867,-0.11958338359097704651,0,1,1.109375,-0.34860849380493164062
2107,2755948635,28.187999999999998835,27.051999999999999602,1.5658715963363647461,-0.12613819173217755143,0,1,1.109375,-0.34860849380493164062
2108,2755968592,28.187999999999998835,27.065999999999998948,1.5633604526519775391,-0.12582771380403903749,0,1,1.109375,-0.34860849380493164062
2109,2755968592,28.187999999999998835,27.065999999999998948,1.5633604526519775391,-0.12513245642185211182,0,1,1.03125,-0.38490194082260131836
2110,2755988655,28.189000000000000057,27.094999999999998863,1.560765981674194558,-0.12931620285018211036,0,1,1.03125,-0.38490194082260131836
2111,2756008796,28.189000000000000057,27.094999999999998863,1.5581810474395751953,-0.12834190132660447392,0,1,1.03125,-0.38490194082260131836
